Layer,Color,Side,Group,SubGroup,ModelID,Level,RelatedTo,Upstream,Downstream
决策层信息模型,#52c41a,left,载运装备自主决策,人机接管决策,D-D-A3-30,a3,R-D-A3-10;R-D-A3-12;C-D-A3-31;C-D-A3-35,R-D-A3-10;R-D-A3-12,C-D-A3-31;C-D-A3-35
控制层信息模型,#8c8c8c,left,车辆控制,紧急制动,C-D-A2-31,a2,D-D-A2-23;D-D-A2-30;C-D-A2-35,D-D-A2-23;D-D-A2-30,C-D-A2-35
控制层信息模型,#8c8c8c,left,车辆控制,紧急制动,C-D-A3-31,a3,D-D-A3-23;D-D-A3-30;C-D-A3-35,D-D-A3-23;D-D-A3-30,C-D-A3-35
控制层信息模型,#8c8c8c,left,车辆控制,紧急转向避让,C-D-A2-32,a2,R-D-A2-10;R-D-A2-15;D-D-A2-26;D-D-A2-48,R-D-A2-10;R-D-A2-15;D-D-A2-26;D-D-A2-48,
控制层信息模型,#8c8c8c,left,车辆控制,紧急转向避让,C-D-A3-32,a3,R-D-A3-10;R-E-A3-15;D-D-A3-22;D-D-A3-26;D-D-A3-48,R-D-A3-10;R-E-A3-15;D-D-A3-22;D-D-A3-26;D-D-A3-48,
控制层信息模型,#8c8c8c,left,车辆控制,紧急转向避让,C-D-A4-32,a4,R-D-A4-10;R-E-A4-15;D-D-A4-22;D-D-A4-26;D-D-A4-48,R-D-A4-10;R-E-A4-15;D-D-A4-22;D-D-A4-26;D-D-A4-48,
控制层信息模型,#8c8c8c,left,车辆控制,车速控制,C-D-A3-33,a3,P-D-A3-1;R-E-A3-7;T-D-A3-18;T-D-A3-19;D-D-A3-22;D-D-A3-24;D-D-A3-27;C-D-A3-35;D-D-A3-38;D-D-A3-39;D-E-A3-45;D-C-A3-49,P-D-A3-1;R-E-A3-7;T-D-A3-18;T-D-A3-19;D-D-A3-22;D-D-A3-24;D-D-A3-27;D-D-A3-38;D-D-A3-39;D-E-A3-45;D-C-A3-49,C-D-A3-35
控制层信息模型,#8c8c8c,left,车辆控制,车速控制,C-D-A4-33,a4,P-D-A4-1;R-E-A4-7;T-D-A4-18;T-D-A4-19;D-D-A4-22;D-D-A4-24;D-D-A4-27;D-D-A4-38;D-D-A4-39;D-E-A4-45;D-C-A4-49,P-D-A4-1;R-E-A4-7;T-D-A4-18;T-D-A4-19;D-D-A4-22;D-D-A4-24;D-D-A4-27;D-D-A4-38;D-D-A4-39;D-E-A4-45;D-C-A4-49,
控制层信息模型,#8c8c8c,left,车辆控制,车辆路径规划,C-D-A3-34,a3,D-C-A3-62,D-C-A3-62,
控制层信息模型,#8c8c8c,left,车辆控制,车辆路径规划,C-D-A4-34,a4,D-C-A4-62,D-C-A4-62,
控制层信息模型,#8c8c8c,left,车辆控制,车载信息显示,C-D-A1-35,a1,P-D-A1-1;P-D-A1-12;P-E-A1-3,P-D-A1-1;P-D-A1-12;P-E-A1-3,
控制层信息模型,#8c8c8c,left,车辆控制,车载信息显示,C-D-A2-35,a2,P-D-A2-1;R-D-A2-12;R-D-A2-13;T-D-A2-19;D-D-A2-22;D-D-A2-23;D-D-A2-26;D-D-A2-27;D-D-A2-28;D-D-A2-29;D-D-A2-30;C-D-A2-31;C-D-A2-36;D-D-A2-41;D-D-A2-42;D-D-A2-43;D-D-A2-44;D-D-A2-48,P-D-A2-1;R-D-A2-12;R-D-A2-13;T-D-A2-19;D-D-A2-22;D-D-A2-23;D-D-A2-26;D-D-A2-27;D-D-A2-28;D-D-A2-29;D-D-A2-30;C-D-A2-31;C-D-A2-36;D-D-A2-41;D-D-A2-42;D-D-A2-43;D-D-A2-44;D-D-A2-48,
控制层信息模型,#8c8c8c,left,车辆控制,车载信息显示,C-D-A3-35,a3,P-D-A3-1;R-D-A3-12;R-D-A3-13;T-D-A3-18;T-D-A3-19;D-D-A3-22;D-D-A3-23;D-D-A3-24;D-D-A3-25;D-D-A3-26;D-D-A3-27;D-D-A3-28;D-D-A3-30;C-D-A3-31;C-D-A3-33;C-D-A3-36;D-D-A3-38;D-D-A3-39;D-D-A3-41;D-D-A3-42;D-D-A3-43;D-D-A3-44;D-E-A3-97;D-E-A3-45;D-C-A2-47;D-D-A3-48;D-C-A3-49;D-C-A3-51;D-C-A3-62;P-D-A3-69;D-C-A3-74;D-D-A3-75;D-D-A3-76;C-D-A3-77;D-D-A3-78,P-D-A3-1;R-D-A3-12;R-D-A3-13;T-D-A3-18;T-D-A3-19;D-D-A3-22;D-D-A3-23;D-D-A3-24;D-D-A3-25;D-D-A3-26;D-D-A3-27;D-D-A3-28;D-D-A3-30;C-D-A3-31;C-D-A3-33;C-D-A3-36;D-D-A3-38;D-D-A3-39;D-D-A3-41;D-D-A3-42;D-D-A3-43;D-D-A3-44;D-E-A3-97;D-E-A3-45;D-C-A2-47;D-D-A3-48;D-C-A3-49;D-C-A3-51;D-C-A3-62;P-D-A3-69;D-C-A3-74;D-D-A3-75;D-D-A3-76;C-D-A3-77;D-D-A3-78,
控制层信息模型,#8c8c8c,left,车辆控制,车辆事故紧急呼叫,C-D-A2-36,a2,P-D-A2-1;T-D-A2-21;C-D-A2-35,P-D-A2-1,T-D-A2-21;C-D-A2-35
控制层信息模型,#8c8c8c,left,车辆控制,车辆事故紧急呼叫,C-D-A3-36,a3,P-D-A3-1;T-D-A3-21;C-D-A3-35,P-D-A3-1,T-D-A3-21;C-D-A3-35
控制层信息模型,#8c8c8c,left,车辆控制,车辆事故紧急呼叫,C-D-A4-36,a4,P-D-A4-1;T-D-A4-21,P-D-A4-1,T-D-A4-21
控制层信息模型,#8c8c8c,left,车辆控制,泊车运动控制,C-D-A3-37,a3,P-D-A3-1;D-D-A3-25,P-D-A3-1;D-D-A3-25,
控制层信息模型,#8c8c8c,left,车辆控制,泊车运动控制,C-D-A4-37,a4,P-D-A4-1;D-D-A4-25,P-D-A4-1;D-D-A4-25,
决策层信息模型,#52c41a,right,端端协同决策,车辆编队,D-D-A3-38,a3,P-D-A3-1;P-D-A3-2;P-E-A3-5;R-E-A3-15;R-E-A3-7;T-D-A3-17;T-D-A3-18;D-D-A3-24;C-D-A3-33;C-D-A3-35,P-D-A3-1;P-D-A3-2;P-E-A3-5;R-E-A3-15;R-E-A3-7;T-D-A3-17;T-D-A3-18;D-D-A3-24,C-D-A3-33;C-D-A3-35
决策层信息模型,#52c41a,right,端端协同决策,车辆编队,D-D-A4-38,a4,P-D-A4-1;P-D-A4-2;P-E-A4-5;R-E-A4-15;R-E-A4-7;T-D-A4-17;T-D-A4-18;D-D-A4-24;C-D-A4-33,P-D-A4-1;P-D-A4-2;P-E-A4-5;R-E-A4-15;R-E-A4-7;T-D-A4-17;T-D-A4-18;D-D-A4-24,C-D-A4-33
决策层信息模型,#52c41a,right,端端协同决策,借道会车,D-D-A3-39,a3,P-D-A3-1;P-D-A3-2;P-E-A3-5;R-E-A3-15;T-D-A3-17;T-D-A3-18;C-D-A3-33;C-D-A3-35,P-D-A3-1;P-D-A3-2;P-E-A3-5;R-E-A3-15;T-D-A3-17;T-D-A3-18,C-D-A3-33;C-D-A3-35
决策层信息模型,#52c41a,right,端端协同决策,借道会车,D-D-A4-39,a4,P-D-A4-1;P-D-A4-2;P-E-A4-5;R-E-A4-15;T-D-A4-17;T-D-A4-18;C-D-A4-33,P-D-A4-1;P-D-A4-2;P-E-A4-5;R-E-A4-15;T-D-A4-17;T-D-A4-18,C-D-A4-33
决策层信息模型,#52c41a,right,端端协同决策,应急车辆优先,D-C-A3-40,a3,P-D-A3-1;P-E-A3-3;T-D-A3-19;T-E-A3-20;D-C-A3-58;D-C-A3-60;C-C-A3-65;C-C-A3-66,P-D-A3-1;P-E-A3-3;T-D-A3-19;T-E-A3-20;D-C-A3-58;D-C-A3-60,C-C-A3-65;C-C-A3-66
决策层信息模型,#52c41a,right,端端协同决策,应急车辆优先,D-C-A4-40,a4,P-D-A4-1;P-E-A4-3;T-D-A4-19;T-E-A4-20;D-C-A4-58;D-C-A4-60;C-C-A4-65;C-C-A4-66,P-D-A4-1;P-E-A4-3;T-D-A4-19;T-E-A4-20;D-C-A4-58;D-C-A4-60,C-C-A4-65;C-C-A4-66
决策层信息模型,#52c41a,right,端边协同决策,道路危险状况提示,D-D-A2-41,a2,P-D-A2-2;R-E-A2-7;T-D-A2-19;C-D-A2-35,P-D-A2-2;R-E-A2-7;T-D-A2-19,C-D-A2-35
决策层信息模型,#52c41a,right,端边协同决策,道路危险状况提示,D-D-A3-41,a3,P-D-A3-2;P-E-A3-6;R-E-A3-7;T-D-A3-18;C-D-A3-35,P-D-A3-2;P-E-A3-6;R-E-A3-7;T-D-A3-18,C-D-A3-35
决策层信息模型,#52c41a,right,端边协同决策,拥堵提醒,D-D-A2-42,a2,P-E-A2-4;R-E-A2-14;T-D-A2-19;C-D-A2-35,P-E-A2-4;R-E-A2-14;T-D-A2-19,C-D-A2-35
决策层信息模型,#52c41a,right,端边协同决策,拥堵提醒,D-D-A3-42,a3,P-E-A3-4;R-D-A3-9;R-E-A3-14;T-D-A3-18;C-D-A3-35;D-E-A3-46,P-E-A3-4;R-D-A3-9;R-E-A3-14;T-D-A3-18,C-D-A3-35;D-E-A3-46
决策层信息模型,#52c41a,right,端边协同决策,拥堵提醒,D-D-A4-42,a4,P-E-A4-4;R-D-A4-9;R-E-A4-14;T-D-A4-18;D-E-A4-46,P-E-A4-4;R-D-A4-9;R-E-A4-14;T-D-A4-18,D-E-A4-46
决策层信息模型,#52c41a,right,端边协同决策,异常车辆提醒,D-D-A2-43,a2,T-D-A2-17;C-D-A2-35,T-D-A2-17,C-D-A2-35
决策层信息模型,#52c41a,right,端边协同决策,异常车辆提醒,D-D-A3-43,a3,T-D-A3-17;T-D-A3-18;C-D-A3-35,T-D-A3-17;T-D-A3-18,C-D-A3-35
决策层信息模型,#52c41a,right,端边协同决策,紧急任务车辆提醒,D-D-A2-44,a2,T-D-A2-17;C-D-A2-35,T-D-A2-17,C-D-A2-35
决策层信息模型,#52c41a,right,端边协同决策,紧急任务车辆提醒,D-D-A3-44,a3,T-D-A3-17;T-D-A3-18;C-D-A3-35,T-D-A3-17;T-D-A3-18,C-D-A3-35
决策层信息模型,#52c41a,right,端边协同决策,泊位资源调度,D-E-A3-97,a3,P-E-A3-8;T-D-A3-18;D-D-A3-25;C-D-A3-35,P-E-A3-8;T-D-A3-18,T-D-A3-18;D-D-A3-25;C-D-A3-35
决策层信息模型,#52c41a,right,端边协同决策,泊位资源调度,D-E-A4-97,a4,P-E-A4-8;T-D-A4-18;D-D-A4-25,P-E-A4-8;T-D-A4-18,T-D-A4-18;D-D-A4-25
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,交叉口车辆通行权决策,D-E-A3-45,a3,P-D-A3-1;P-E-A3-5;R-D-A3-10;R-D-A3-11;R-E-A3-15;T-D-A3-18;C-D-A3-33;C-D-A3-35,P-D-A3-1;P-E-A3-5;R-D-A3-10;R-D-A3-11;R-E-A3-15;T-D-A3-18,C-D-A3-33;C-D-A3-35
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,交叉口车辆通行权决策,D-E-A4-45,a4,P-D-A4-1;P-E-A4-5;R-D-A4-10;R-E-A4-15;T-D-A4-18;C-D-A4-33,P-D-A4-1;P-E-A4-5;R-D-A4-10;R-E-A4-15;T-D-A4-18,C-D-A4-33
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,交叉口排队溢出疏解,D-E-A3-46,a3,P-E-A3-3;P-E-A3-4;T-E-A3-20;D-D-A3-42;C-C-A3-65;C-C-A3-66,P-E-A3-3;P-E-A3-4;D-D-A3-42,T-E-A3-20;C-C-A3-65;C-C-A3-66
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,交叉口排队溢出疏解,D-E-A4-46,a4,P-E-A4-3;P-E-A4-4;T-E-A4-20;D-D-A4-42;C-C-A4-65;C-C-A4-66,P-E-A4-3;P-E-A4-4;D-D-A4-42,T-E-A4-20;C-C-A4-65;C-C-A4-66
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,闯红灯预警,D-C-A2-47,a2,P-E-A3-3;C-D-A3-35,P-E-A3-3,C-D-A3-35
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,闯红灯预警,D-C-A3-47,a3,,,
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,弱势交通参与者碰撞预警,D-D-A2-48,a2,R-D-A2-10;C-D-A2-32;C-D-A2-35,R-D-A2-10,C-D-A2-32;C-D-A2-35
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,弱势交通参与者碰撞预警,D-D-A3-48,a3,P-E-A3-5;R-D-A3-10;T-D-A3-18;C-D-A3-32;C-D-A3-35,P-E-A3-5;R-D-A3-10;T-D-A3-18,C-D-A3-32;C-D-A3-35
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,弱势交通参与者碰撞预警,D-D-A4-48,a4,P-E-A4-5;R-D-A4-10;T-D-A4-18;C-D-A4-32,P-E-A4-5;R-D-A4-10;T-D-A4-18,C-D-A4-32
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,绿波车速引导,D-C-A3-49,a3,P-E-A3-3;R-E-A3-14;T-D-A3-18;C-D-A3-33;C-D-A3-35,P-E-A3-3;R-E-A3-14;T-D-A3-18,C-D-A3-33;C-D-A3-35
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,绿波车速引导,D-C-A4-49,a4,P-E-A4-3;R-E-A4-14;T-D-A4-18;C-D-A4-33,P-E-A4-3;R-E-A4-14;T-D-A4-18,C-D-A4-33
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,车道功能动态调整,D-C-A3-50,a3,P-E-A3-6;R-E-A3-14;R-C-A3-16;T-D-A3-19;T-E-A3-20;D-C-A3-61;D-C-A3-67,P-E-A3-6;R-E-A3-14;T-D-A3-19;T-E-A3-20,R-C-A3-16;D-C-A3-61;D-C-A3-67
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,车道功能动态调整,D-C-A4-50,a4,P-E-A4-6;R-E-A4-14;R-C-A4-16;T-D-A4-19;T-E-A4-20;D-C-A4-61;D-C-A4-67,P-E-A4-6;R-E-A4-14;T-D-A4-19;T-E-A4-20,R-C-A4-16;D-C-A4-61;D-C-A4-67
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,拥堵交通分流服务,D-C-A3-51,a3,R-D-A3-9;R-E-A3-14;C-D-A3-35;D-C-A3-61,R-D-A3-9;R-E-A3-14;D-C-A3-61,C-D-A3-35
决策层信息模型,#52c41a,right,交叉口自主通行与冲突避让,拥堵交通分流服务,D-C-A4-51,a4,R-D-A4-9;R-E-A4-14;D-C-A4-61,R-D-A4-9;R-E-A4-14;D-C-A4-61,
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网区域识别,D-C-A2-52,a2,P-E-A2-4;R-E-A2-14;T-D-A2-19;D-C-A2-57;D-C-A2-58,P-E-A2-4;R-E-A2-14;T-D-A2-19,D-C-A2-57;D-C-A2-58
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网区域识别,D-C-A3-52,a3,P-E-A3-4;R-E-A3-14;T-D-A3-19;T-E-A3-20;D-C-A3-53,P-E-A3-4;R-E-A3-14;T-D-A3-19;T-E-A3-20,D-C-A3-53
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网区域识别,D-C-A4-52,a4,P-E-A4-4;R-E-A4-14;T-D-A4-19;T-E-A4-20;D-C-A4-53,P-E-A4-4;R-E-A4-14;T-D-A4-19;T-E-A4-20,D-C-A4-53
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网时空信息整合,D-C-A3-53,a3,R-E-A3-14;T-D-A3-19;T-E-A3-20;D-C-A3-52;D-C-A3-54,R-E-A3-14;T-D-A3-19;T-E-A3-20;D-C-A3-52,D-C-A3-54
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网时空信息整合,D-C-A4-53,a4,R-E-A4-14;T-D-A4-19;T-E-A4-20;D-C-A4-52;D-C-A4-54,R-E-A4-14;T-D-A4-19;T-E-A4-20;D-C-A4-52,D-C-A4-54
决策层信息模型,#52c41a,right,城市路网区域协同决策,时空协作域划分,D-C-A3-54,a3,D-C-A3-53;D-E-A3-55,D-C-A3-53,D-E-A3-55
决策层信息模型,#52c41a,right,城市路网区域协同决策,时空协作域划分,D-C-A4-54,a4,D-C-A4-53;D-E-A4-55,D-C-A4-53,D-E-A4-55
决策层信息模型,#52c41a,right,城市路网区域协同决策,边侧车辆轨迹匹配,D-E-A3-55,a3,D-C-A3-54;D-E-A3-56,D-C-A3-54,D-E-A3-56
决策层信息模型,#52c41a,right,城市路网区域协同决策,边侧车辆轨迹匹配,D-E-A4-55,a4,D-C-A4-54;D-E-A4-56,D-C-A4-54,D-E-A4-56
决策层信息模型,#52c41a,right,城市路网区域协同决策,边侧路径流量计算,D-E-A3-56,a3,P-E-A3-4;D-E-A3-55;D-C-A3-58;D-C-A3-59,P-E-A3-4;D-E-A3-55,D-C-A3-58;D-C-A3-59
决策层信息模型,#52c41a,right,城市路网区域协同决策,边侧路径流量计算,D-E-A4-56,a4,P-E-A4-4;D-E-A4-55;D-C-A4-58;D-C-A4-59,P-E-A4-4;D-E-A4-55,D-C-A4-58;D-C-A4-59
决策层信息模型,#52c41a,right,城市路网区域协同决策,云侧路网流量计算,D-C-A2-57,a2,P-E-A2-4;R-E-A2-14;T-D-A2-19;D-C-A2-52;D-C-A2-58;D-C-A2-59,P-E-A2-4;R-E-A2-14;T-D-A2-19;D-C-A2-52,D-C-A2-58;D-C-A2-59
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网信息融合,D-C-A2-58,a2,R-E-A2-14;T-D-A2-19;D-C-A2-52;D-C-A2-57;D-C-A2-59;D-C-A2-60,R-E-A2-14;T-D-A2-19;D-C-A2-52;D-C-A2-57,D-C-A2-59;D-C-A2-60
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网信息融合,D-C-A3-58,a3,T-D-A3-19;T-E-A3-20;D-C-A3-40;D-E-A3-56;D-C-A3-59;D-C-A3-60;D-C-A3-61,T-D-A3-19;T-E-A3-20;D-E-A3-56,D-C-A3-40;D-C-A3-59;D-C-A3-60;D-C-A3-61
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网信息融合,D-C-A4-58,a4,T-D-A4-19;T-E-A4-20;D-C-A4-40;D-E-A4-56;D-C-A4-59;D-C-A4-60;D-C-A4-61,T-D-A4-19;T-E-A4-20;D-E-A4-56,D-C-A4-40;D-C-A4-59;D-C-A4-60;D-C-A4-61
决策层信息模型,#52c41a,right,城市路网区域协同决策,OD流量估计,D-C-A2-59,a2,T-D-A2-19;D-C-A2-57;D-C-A2-58;D-C-A2-60,T-D-A2-19;D-C-A2-57;D-C-A2-58,D-C-A2-60
决策层信息模型,#52c41a,right,城市路网区域协同决策,OD流量估计,D-C-A3-59,a3,T-D-A3-19;T-E-A3-20;D-E-A3-56;D-C-A3-58;D-C-A3-60;D-C-A3-61,T-D-A3-19;T-E-A3-20;D-E-A3-56;D-C-A3-58,D-C-A3-60;D-C-A3-61
决策层信息模型,#52c41a,right,城市路网区域协同决策,OD流量估计,D-C-A4-59,a4,T-D-A4-19;T-E-A4-20;D-E-A4-56;D-C-A4-58;D-C-A4-60;D-C-A4-61,T-D-A4-19;T-E-A4-20;D-E-A4-56;D-C-A4-58,D-C-A4-60;D-C-A4-61
决策层信息模型,#52c41a,right,城市路网区域协同决策,关键路径识别,D-C-A2-60,a2,T-D-A2-19;D-D-A2-29;D-C-A2-58;D-C-A2-59,T-D-A2-19;D-C-A2-58;D-C-A2-59,D-D-A2-29
决策层信息模型,#52c41a,right,城市路网区域协同决策,关键路径识别,D-C-A3-60,a3,T-D-A3-19;T-E-A3-20;D-C-A3-40;D-C-A3-58;D-C-A3-59;D-C-A3-61;D-C-A3-62,T-D-A3-19;T-E-A3-20;D-C-A3-58;D-C-A3-59,D-C-A3-40;D-C-A3-61;D-C-A3-62
决策层信息模型,#52c41a,right,城市路网区域协同决策,关键路径识别,D-C-A4-60,a4,T-D-A4-19;T-E-A4-20;D-C-A4-40;D-C-A4-58;D-C-A4-59;D-C-A4-61;D-C-A4-62,T-D-A4-19;T-E-A4-20;D-C-A4-58;D-C-A4-59,D-C-A4-40;D-C-A4-61;D-C-A4-62
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网动态通行能力评估,D-C-A3-61,a3,P-E-A3-3;P-E-A3-4;R-E-A3-14;T-D-A3-19;T-E-A3-20;D-C-A3-50;D-C-A3-51;D-C-A3-58;D-C-A3-59;D-C-A3-60;D-C-A3-62,P-E-A3-3;P-E-A3-4;R-E-A3-14;T-D-A3-19;T-E-A3-20;D-C-A3-50;D-C-A3-58;D-C-A3-59;D-C-A3-60,D-C-A3-51;D-C-A3-62
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网动态通行能力评估,D-C-A4-61,a4,P-E-A4-3;P-E-A4-4;R-E-A4-14;T-D-A4-19;T-E-A4-20;D-C-A4-50;D-C-A4-51;D-C-A4-58;D-C-A4-59;D-C-A4-60;D-C-A4-62,P-E-A4-3;P-E-A4-4;R-E-A4-14;T-D-A4-19;T-E-A4-20;D-C-A4-50;D-C-A4-58;D-C-A4-59;D-C-A4-60,D-C-A4-51;D-C-A4-62
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网车辆路径负载均衡,D-C-A3-62,a3,R-C-A3-16;T-D-A3-19;T-E-A3-20;C-D-A3-34;C-D-A3-35;D-C-A3-60;D-C-A3-61,R-C-A3-16;T-D-A3-19;T-E-A3-20;D-C-A3-60;D-C-A3-61,T-D-A3-19;C-D-A3-34;C-D-A3-35
决策层信息模型,#52c41a,right,城市路网区域协同决策,路网车辆路径负载均衡,D-C-A4-62,a4,R-C-A4-16;T-D-A4-19;T-E-A4-20;C-D-A4-34;D-C-A4-60;D-C-A4-61,R-C-A4-16;T-D-A4-19;T-E-A4-20;D-C-A4-60;D-C-A4-61,T-D-A4-19;C-D-A4-34
控制层信息模型,#8c8c8c,right,端端协同控制,协作式变道,C-D-A3-63,a3,T-D-A3-17;T-D-A3-18;P-D-A3-1;P-D-A3-2,T-D-A3-17;T-D-A3-18;P-D-A3-1;P-D-A3-2,
控制层信息模型,#8c8c8c,right,端端协同控制,协作式变道,C-D-A4-63,a4,T-D-A4-17;T-D-A4-18;P-D-A4-1;P-D-A4-2;R-E-A4-15,T-D-A4-17;T-D-A4-18;P-D-A4-1;P-D-A4-2;R-E-A4-15,
控制层信息模型,#8c8c8c,right,端端协同控制,协作式车辆汇入,C-D-A3-64,a3,T-D-A3-17;T-D-A3-18;D-D-A3-24;P-D-A3-1;P-D-A3-2,T-D-A3-17;T-D-A3-18;D-D-A3-24;P-D-A3-1;P-D-A3-2,
控制层信息模型,#8c8c8c,right,端端协同控制,协作式车辆汇入,C-D-A4-64,a4,T-D-A4-17;T-D-A4-18;D-D-A4-24;P-D-A4-1;P-D-A4-2,T-D-A4-17;T-D-A4-18;D-D-A4-24;P-D-A4-1;P-D-A4-2,
控制层信息模型,#8c8c8c,right,信号控制,关键交叉口信号控制,C-C-A3-65,a3,D-C-A3-40;D-E-A3-46;D-C-A3-67,D-C-A3-40;D-E-A3-46;D-C-A3-67,
控制层信息模型,#8c8c8c,right,信号控制,关键交叉口信号控制,C-C-A4-65,a4,D-C-A4-40;D-E-A4-46;D-C-A4-67,D-C-A4-40;D-E-A4-46;D-C-A4-67,
控制层信息模型,#8c8c8c,right,信号控制,干线交叉口信号控制,C-C-A3-66,a3,D-C-A3-40;D-E-A3-46;D-C-A3-67,D-C-A3-40;D-E-A3-46;D-C-A3-67,
控制层信息模型,#8c8c8c,right,信号控制,干线交叉口信号控制,C-C-A4-66,a4,D-C-A4-40;D-E-A4-46;D-C-A4-67,D-C-A4-40;D-E-A4-46;D-C-A4-67,
决策层信息模型,#52c41a,right,信号控制,公交信号优先,D-C-A3-67,a3,P-D-A3-1;P-E-A3-3;P-E-A3-4;T-D-A3-19;T-E-A3-20;D-C-A3-50;C-C-A3-65;C-C-A3-66;C-C-A3-68;D-D-A3-75;D-D-A3-78,P-D-A3-1;P-E-A3-3;P-E-A3-4;T-D-A3-19;T-E-A3-20;D-C-A3-50;D-D-A3-75;D-D-A3-78,C-C-A3-65;C-C-A3-66;C-C-A3-68
决策层信息模型,#52c41a,right,信号控制,公交信号优先,D-C-A4-67,a4,P-D-A4-1;P-E-A4-3;P-E-A4-4;T-D-A4-19;T-E-A4-20;D-C-A4-50;C-C-A4-65;C-C-A4-66;C-C-A4-68;D-D-A4-75;D-D-A4-78,P-D-A4-1;P-E-A4-3;P-E-A4-4;T-D-A4-19;T-E-A4-20;D-C-A4-50;D-D-A4-75;D-D-A4-78,C-C-A4-65;C-C-A4-66;C-C-A4-68
控制层信息模型,#8c8c8c,right,信号控制,公交信号优先自适应补偿,C-C-A3-68,a3,P-E-A3-3;P-E-A3-4;T-E-A3-20;D-C-A3-67,P-E-A3-3;P-E-A3-4;T-E-A3-20;D-C-A3-67,
控制层信息模型,#8c8c8c,right,信号控制,公交信号优先自适应补偿,C-C-A4-68,a4,P-E-A4-3;P-E-A4-4;T-E-A4-20;D-C-A4-67,P-E-A4-3;P-E-A4-4;T-E-A4-20;D-C-A4-67,
感知层信息模型,#f6bd16,right,公交协同运行与智能调控,公交车内客流感知,P-D-A3-69,a3,T-D-A3-18;T-D-A3-19;C-D-A3-35;R-C-A3-71;D-C-A3-73;D-C-A3-74;R-E-A3-91,,T-D-A3-18;T-D-A3-19;C-D-A3-35;R-C-A3-71;D-C-A3-73;D-C-A3-74;R-E-A3-91
感知层信息模型,#f6bd16,right,公交协同运行与智能调控,公交车内客流感知,P-D-A4-69,a4,T-D-A4-18;T-D-A4-19;R-C-A4-71;D-C-A4-73;D-C-A4-74,,T-D-A4-18;T-D-A4-19;R-C-A4-71;D-C-A4-73;D-C-A4-74
认知层信息模型,#722ed1,right,公交协同运行与智能调控,站台客流感知,R-E-A3-70,a3,T-E-A3-20;D-C-A3-73;D-C-A3-74,,T-E-A3-20;D-C-A3-73;D-C-A3-74
认知层信息模型,#722ed1,right,公交协同运行与智能调控,站台客流感知,R-E-A4-70,a4,T-E-A4-20;D-C-A4-73;D-C-A4-74,,T-E-A4-20;D-C-A4-73;D-C-A4-74
认知层信息模型,#722ed1,right,公交协同运行与智能调控,公交乘客 OD 与乘降需求推断,R-C-A3-71,a3,P-D-A3-1;T-D-A3-19;P-D-A3-69;D-C-A3-73;D-C-A3-74,P-D-A3-1;T-D-A3-19;P-D-A3-69,D-C-A3-73;D-C-A3-74
认知层信息模型,#722ed1,right,公交协同运行与智能调控,公交乘客 OD 与乘降需求推断,R-C-A4-71,a4,P-D-A4-1;T-D-A4-19;P-D-A4-69;D-C-A4-73;D-C-A4-74,P-D-A4-1;T-D-A4-19;P-D-A4-69,D-C-A4-73;D-C-A4-74
决策层信息模型,#52c41a,right,公交协同运行与智能调控,路径-信息协同优化,D-C-A3-72,a3,D-C-A3-73;D-C-A3-74,D-C-A3-73,D-C-A3-74
决策层信息模型,#52c41a,right,公交协同运行与智能调控,路径-信息协同优化,D-C-A4-72,a4,D-C-A4-73;D-C-A4-74,D-C-A4-73,D-C-A4-74
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交运力动态调配,D-C-A3-73,a3,P-D-A3-1;T-D-A3-19;T-E-A3-20;P-D-A3-69;R-E-A3-70;R-C-A3-71;D-C-A3-72,P-D-A3-1;T-D-A3-19;T-E-A3-20;P-D-A3-69;R-E-A3-70;R-C-A3-71,D-C-A3-72
